verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
mostly-true,Barack Obama,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""",7/1/2010,speech,Angie Drobnic Holan,7/2/2010,https://www.politifact.com/factchecks/2010/jul/02/barack-obama/us-has-more-border-patrol-agents-border-mexico-eve/
TRUE,Mike Pence,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",6/10/2009,news,Catharine Richert,6/11/2009,https://www.politifact.com/factchecks/2009/jun/11/mike-pence/pence-claims-obama-said-energy-costs-will-skyrocke/
pants-fire,Donald Trump,"""We’ve tested more than every country combined.""",4/27/2020,speech,Shefali Luthra,4/30/2020,https://www.politifact.com/factchecks/2020/apr/30/donald-trump/trumps-boasts-testing-spring-cherry-picking-data/
mostly-true,Joe Biden,"In Libya, ""America spent $2 billion total and didn’t lose a single life.""",10/21/2011,other,Jake Berry,11/3/2011,https://www.politifact.com/factchecks/2011/nov/03/joe-biden/biden-calls-libya-job-well-done/
mostly-false,Donald Trump,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",2/20/2018,social_media,Louis Jacobson,2/20/2018,https://www.politifact.com/factchecks/2018/feb/20/donald-trump/has-donald-trump-been-much-tougher-russia-barack-o/
mostly-false,Marco Rubio,"""Even the employees’ union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.""",7/31/2013,news,Louis Jacobson,8/1/2013,https://www.politifact.com/factchecks/2013/aug/01/marco-rubio/marco-rubio-says-union-irs-workers-begging-be-let-/
FALSE,Donald Trump,"""Hillary Clinton and her campaign of 2008 started the birther controversy.""",9/16/2016,speech,Jon Greenberg,9/16/2016,https://www.politifact.com/factchecks/2016/sep/16/donald-trump/fact-checking-donald-trumps-claim-hillary-clinton-/
TRUE,Donald Trump,"""Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""",5/10/2018,social_media,Dan Clark,5/24/2018,https://www.politifact.com/factchecks/2018/may/24/donald-trump/schumer-once-opposed-iran-nuclear-deal-he-now-supp/
FALSE,Marco Rubio,"""Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.""",6/11/2010,campaign,Robert Farley,6/14/2010,https://www.politifact.com/factchecks/2010/jun/14/marco-rubio/marco-rubio-claims-gov-crists-veto-abortion-bill-c/
half-true,Bernie Sanders,"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",2/5/2017,news,Gabrielle Healy,2/9/2017,https://www.politifact.com/factchecks/2017/feb/09/bernie-sanders/sanders-said-obamas-scotus-nominees-required-60-vo/
half-true,Barack Obama,"""A construction worker who’s making $50 or $60 grand a year shouldn’t be paying higher tax rates than the guy who’s making $50 million a year. And that’s how it’s working right now.""",9/22/2011,speech,Louis Jacobson,9/27/2011,https://www.politifact.com/factchecks/2011/sep/27/barack-obama/barack-obama-says-construction-workers-pay-higher-/
TRUE,Barack Obama,John McCain said last year he didn't know of a solution to the mortgage crisis.,9/16/2008,other,Angie Drobnic Holan,9/16/2008,https://www.politifact.com/factchecks/2008/sep/16/barack-obama/mccain-said-he-had-confidence-in-paulson/
TRUE,Bill Clinton,"""When we moved into the White House, we had the lowest net worth of any family since Harry Truman.""",5/5/2015,news,Katie Sanders,5/7/2015,https://www.politifact.com/factchecks/2015/may/07/bill-clinton/bill-clinton-we-had-lowest-net-worth-any-president/
mostly-true,Ted Cruz,"Forty percent of illegal immigrants are ""people coming legally on visas and overstaying their visas.""",12/17/2015,radio,Warren Fiske,12/28/2015,https://www.politifact.com/factchecks/2015/dec/28/ted-cruz/cruz-says-40-percent-illegal-immigrants-have-overs/
half-true,Barack Obama,"""During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success.""",9/6/2007,campaign,David Baumann,9/9/2007,https://www.politifact.com/factchecks/2007/sep/09/barack-obama/his-record-on-bipartisanship-is-split/
half-true,Marco Rubio,"""A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.""",8/4/2015,news,Amy Sherman,8/13/2015,https://www.politifact.com/factchecks/2015/aug/13/marco-rubio/marco-rubio-says-minor-can-get-abortion-not-tattoo/
mostly-false,Kamala Harris,"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",11/13/2019,advertisement,Tom Kertscher,11/20/2019,https://www.politifact.com/factchecks/2019/nov/21/kamala-harris/kamala-harris-claim-about-typical-dad-paying-more-/
mostly-false,Ted Cruz,"Says Donald Trump and Marco Rubio opposed Cruz’s ""efforts to defund Planned Parenthood.""",11/21/2015,advertisement,Emma Hinchliffe,3/16/2016,https://www.politifact.com/factchecks/2016/mar/16/ted-cruz/ted-cruz-levels-flawed-claim-about-donald-trump-op/
TRUE,John McCain,"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.""",1/28/2008,advertisement,Angie Drobnic Holan,1/28/2008,https://www.politifact.com/factchecks/2008/jan/28/john-mccain/romney-has-changed-his-stand-on-abortion/
half-true,Bill Clinton,"""We moved 100 times as many people out of poverty as moved out when President (Ronald) Reagan was in office, with 40 percent more jobs.""",7/26/2016,social_media,Miriam Valverde,7/27/2016,https://www.politifact.com/factchecks/2016/jul/28/bill-clinton/bill-clinton-says-more-people-moved-out-poverty-un/
half-true,Barack Obama,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest.""",9/11/2012,campaign,Jon Greenberg,9/19/2012,https://www.politifact.com/factchecks/2012/sep/19/barack-obama/obama-ties-romney-ryan-abortion-ban-rape-incest/
TRUE,Donald Trump,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama.""",10/7/2019,statement,Amy Sherman,10/8/2019,https://www.politifact.com/factchecks/2019/oct/08/donald-trump/trump-campaign-says-minneapolis-wants-charge-53000/
pants-fire,Donald Trump,"""I’m beating (Kelly Ayotte) in the polls by a lot.""",8/2/2016,news,Allie Morris,8/5/2016,https://www.politifact.com/factchecks/2016/aug/05/donald-trump/donald-trumps-pants-fire-claim-about-doing-better-/
FALSE,Donald Trump,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country.""",10/10/2018,speech,Jon Greenberg,10/31/2018,https://www.politifact.com/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/
mostly-true,Bernie Sanders,"""When you throw 23 million people off of health insurance -- people with cancer, people with heart disease, people with diabetes -- thousands of people will die. … This is study after study making this point.""",6/25/2017,news,Louis Jacobson,6/27/2017,https://www.politifact.com/factchecks/2017/jun/27/bernie-sanders/bernie-sanders-projection-thousands-added-deaths-g/
half-true,Andrew Cuomo,"""70 million Americans have a criminal record — that’s one in three adults.""",7/18/2017,news,Dan Clark,8/18/2017,https://www.politifact.com/factchecks/2017/aug/18/andrew-cuomo/yes-one-three-us-adults-have-criminal-record/
mostly-false,Joe Biden,"Thanks to the American Rescue Plan’s changes to the Affordable Care Act, ""four out of five consumers (are) finding quality coverage for under $10 a month.""",1/27/2022,statement,Louis Jacobson,2/2/2022,https://www.politifact.com/factchecks/2022/feb/02/joe-biden/joe-biden-overstates-statistics-affordable-care/
mostly-true,Mitch McConnell,"In the American Rescue Plan, ""just about 1% of the money is for vaccines.""",2/24/2021,speech,Jon Greenberg,2/26/2021,https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/
mostly-true,Barack Obama,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.""",5/3/2012,campaign,Becky Bowers,5/8/2012,https://www.politifact.com/factchecks/2012/may/08/barack-obama/life-julia-says-romney-refused-say-if-he-would-sig/
FALSE,Donald Trump,"""I know that we’ve been blocked. People come up to me and they say, ‘Sir, I can’t get you — I can’t follow you. They make it impossible.’""",7/11/2019,speech,Daniel Funke,7/17/2019,https://www.politifact.com/factchecks/2019/jul/17/donald-trump/trump-claimed-twitter-has-made-it-harder-people-fo/
FALSE,Donald Trump,"Says Ohio Gov. John Kasich is ""very unpopular.""",8/13/2018,social_media,Amy Sherman,8/14/2018,https://www.politifact.com/factchecks/2018/aug/14/donald-trump/after-close-ohio-special-election-trump-falsely-tw/
pants-fire,Barack Obama,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,9/18/2008,advertisement,Robert Farley,9/19/2008,https://www.politifact.com/factchecks/2008/sep/19/barack-obama/limbaughs-not-a-mccain-spokesman/
mostly-false,Donald Trump,"China has ""had now the worst year in 57 years.""",9/9/2019,speech,Bill McCarthy,9/10/2019,https://www.politifact.com/factchecks/2019/sep/10/donald-trump/trump-wrongly-claims-china-having-its-worst-year-5/
half-true,Bernie Sanders,"""There are more assault rifles, as I understand it, in the hands of private citizens than in the hands of the United States military. We're talking about 5 to 10 million assault weapons in the hands of private citizens.""",8/5/2019,social_media,Tom Kertscher,8/8/2019,https://www.politifact.com/factchecks/2019/aug/08/bernie-sanders/do-private-citizens-have-5-10-million-assault-weap/
mostly-true,Donald Trump,"Says Hillary Clinton ""plans to massively increase admissions (of Middle East refugees) … including a 500 percent increase in Syrian refugees coming into our country.""",6/13/2016,speech,C. Eugene Emery Jr.,6/13/2016,https://www.politifact.com/factchecks/2016/jun/13/donald-trump/donald-trump-says-hillary-clinton-wants-let-500-pe/
mostly-true,Donald Trump,"""Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.""",7/21/2016,speech,Miriam Valverde,7/22/2016,https://www.politifact.com/factchecks/2016/jul/22/donald-trump/trump-nearly-180000-illegal-immigrants-have-crimin/
mostly-true,Barack Obama,"""Our unemployment rate is now lower than it was before the financial crisis.""",1/20/2015,speech,Louis Jacobson,1/21/2015,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-unemployment-rate-now-lower-fina/
FALSE,Donald Trump,"Missouri is one of ""13 states this year have seen unemployment drop to the lowest levels in the history of their state.""",11/29/2017,speech,Lucille Sherman,12/15/2017,https://www.politifact.com/factchecks/2017/dec/15/donald-trump/trump-misses-mark-missouri-unemployment-rate/
mostly-false,Donald Trump,"""Europe and other nations (need to) contribute to Ukraine. Because they’re not doing it. Just the United States. We’re putting up the bulk of the money.""",9/24/2019,news,Jon Greenberg,9/25/2019,https://www.politifact.com/factchecks/2019/sep/25/donald-trump/donald-trump-said-european-nations-have-not-put-mo/
mostly-true,Ted Cruz,"""I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.""",3/10/2016,speech,Jon Greenberg,3/10/2016,https://www.politifact.com/factchecks/2016/mar/11/ted-cruz/ted-cruz-i-always-opposed-tpp-trans-pacific-partne/
mostly-false,Donald Trump,"Activities by foreign governments had ""absolutely no effect on the outcome of this election.""",1/6/2017,statement,Louis Jacobson,1/8/2017,https://www.politifact.com/factchecks/2017/jan/08/donald-trump/donald-trumps-dubious-claim-foreign-governments-ha/
half-true,Barack Obama,"""(GM and Chrysler) repaid their loans.""",3/15/2012,campaign,Becky Bowers,3/21/2012,https://www.politifact.com/factchecks/2012/mar/21/barack-obama/president-barack-obama-campaign-video-says-auto-co/
pants-fire,Donald Trump,"The coronavirus ""snuck up on us,"" adding that it is ""a very unforeseen thing.""",3/18/2020,news,Shefali Luthra,3/19/2020,https://www.politifact.com/factchecks/2020/mar/19/donald-trump/was-novel-coronavirus-really-sneaky-its-spread-us-/
pants-fire,Vladimir Putin,"""The Russian state has never interfered ... into internal American affairs including election process.""",7/16/2018,news,John Kruzel,7/16/2018,https://www.politifact.com/factchecks/2018/jul/16/vladimir-putin/vladimir-putin-falsely-claims-russia-never-interfe/
TRUE,Barack Obama,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""",9/6/2012,speech,Louis Jacobson,9/6/2012,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/barack-obama-says-us-has-gained-half-million-ma/
mostly-false,Elizabeth Warren,"""Mayor Bloomberg was busy blaming African Americans and Latinos for the housing crisis in 2008.""",2/19/2020,speech,Amy Sherman,2/20/2020,https://www.politifact.com/factchecks/2020/feb/20/elizabeth-warren/mike-bloombergs-redlining-remarks-distorted-elizab/
mostly-false,Ted Cruz,"The Obama administration spent ""$205,075 in ‘stimulus’ funds to relocate a shrub that sells for $16.""",5/6/2014,news,W. Gardner Selby,5/23/2014,https://www.politifact.com/factchecks/2014/may/23/ted-cruz/shrub-found-wild-during-california-highway-project/
FALSE,Donald Trump,"""We had a massive landslide victory, as you know, in the Electoral College.""",12/11/2016,news,Louis Jacobson,12/12/2016,https://www.politifact.com/factchecks/2016/dec/12/donald-trump/donald-trumps-electoral-college-victory-was-not-ma/
FALSE,Donald Trump,"""I have watched ICE liberate towns from the grasp of MS-13.""",6/30/2018,social_media,Miriam Valverde,7/9/2018,https://www.politifact.com/factchecks/2018/jul/09/donald-trump/did-ice-liberate-towns-donald-trump-claimed-have-w/
mostly-false,Donald Trump,"Says Republicans just won two congressional seats in North Carolina ""that were not supposed to be won.""",2/6/2020,speech,Paul Specht,2/11/2020,https://www.politifact.com/factchecks/2020/feb/11/donald-trump/trump-mostly-wrong-about-nc-republicans-underdogs/
